ticket_id,entry_station,exit_station,entry_hour,distance,expected_time,travel_time,ticket_type,repeat_usage,fraud_label
704d6a9c,Doddakallasandra,Sri Sathya Sai Hospital,5,4.77,8,6,Token,0,0
09c42d78,Kudlu Gate,Mahakavi Kuvempu Road,23,17.45,29,30,QR,0,0
529829e0,Krantivira Sangolli Rayanna Railway Station,Delta Electronics Bommasandra,11,13.41,22,22,Token,0,0
89cfa978,Garudacharapalya,Infosys Foundation Konappana Agrahara,12,13.79,23,111,QR,0,1
3b9ba988,Doddakallasandra,South End Circle,23,22.64,38,41,QR,0,0
d30267ab,Pattandur Agrahara,Indiranagar,11,10.74,18,16,SmartCard,0,0
19bb320a,Challaghatta,Huskur Road,16,22.43,38,37,SmartCard,0,0
1afd6842,Cubbon Park,Manjunath Nagar,23,20.39,34,33,Token,0,0
ad8db779,Garudacharapalya,Goraguntepalya,20,21.01,36,38,Token,0,0
fb6882d0,Ragigudda,Jayadeva Hospital,13,13.12,22,23,SmartCard,0,0
ff52bc80,Hopefarm Channasandra,Whitefield (Kadugodi),5,24.19,41,43,Token,0,0
69e11c02,Trinity,Madavara,8,16.34,28,31,Token,0,0
5af05001,Mahalakshmi,Peenya Industry,21,3.87,6,6,Token,0,0
c65cbb0c,Jayaprakash Nagar,Yeshwanthpur,17,7.68,13,12,Token,0,0
7d2ed141,Chickpete,Mahakavi Kuvempu Road,12,5.28,9,7,QR,0,0
c3b187be,Manjunath Nagar,Whitefield (Kadugodi),21,12.97,22,24,Token,0,0
eb1cdf37,Attiguppe,South End Circle,7,3.5,6,5,SmartCard,0,0
79e14dbc,Cubbon Park,Jayadeva Hospital,23,19.14,32,33,SmartCard,0,0
957269ad,South End Circle,Garudacharapalya,23,7.21,12,14,Token,0,0
83296447,BTM Layout,Central Silk Board,10,17.8,30,33,SmartCard,0,0
ca16b9c4,Kadugodi Tree Park,Kengeri Bus Terminal,18,3.9,6,4,Token,0,0
f9d07745,Yelachenahalli,Garudacharapalya,19,18.72,32,30,QR,0,0
de93521b,Kudlu Gate,Krantivira Sangolli Rayanna Railway Station,14,3.2,5,5,QR,0,0
e18a2f10,Jayanagar,Kundalahalli,14,17.51,30,30,Token,0,0
7feff601,Vijayanagar,Sri Sathya Sai Hospital,16,23.41,40,40,Token,0,0
10f68a0e,Kengeri,National College,13,2.85,4,4,Token,0,0
4cce83fc,Pattandur Agrahara,Trinity,9,3.68,6,4,SmartCard,0,0
d49d71f1,Krishnarajapura,Bommanahalli,18,5.32,9,2,Token,0,1
3434384f,Bommanahalli,Dr B R Ambedkar Station Vidhana Soudha,14,15.04,25,23,SmartCard,0,0
8e9dede1,Ragigudda,Nagasandra,8,22.75,39,41,QR,0,0
7c9c5533,Yeshwanthpur,Magadi Road,20,5.02,8,9,QR,0,0
0d969a68,Thalaghattapura,Central Silk Board,17,17.31,29,29,QR,0,0
03a1f9f0,Vajarahalli,Yelachenahalli,21,22.82,39,42,Token,0,0
ba1c97e2,Chickpete,Hongasandra,6,21.03,36,37,SmartCard,0,0
797044e9,Garudacharapalya,Kudlu Gate,12,22.15,37,39,QR,0,0
beaa09d3,Trinity,Pattanagere,10,16.92,29,32,SmartCard,0,0
599eb2b7,Yeshwanthpur,Baiyappanahalli,21,16.65,28,26,Token,0,0
6c6b93f0,Bommanahalli,Vajarahalli,17,19.01,32,35,SmartCard,1,1
aee1e4d7,Singasandra,Mahatma Gandhi Road,13,3.34,5,3,QR,0,0
2fb63d11,Hopefarm Channasandra,Delta Electronics Bommasandra,9,17.59,30,30,Token,0,0
54b9f4ff,Kudlu Gate,Nallurhalli,14,4.56,7,8,QR,0,0
9b77bc40,Rajajinagar,Beratena Agrahara,18,13.38,22,23,QR,0,0
887c22e5,Peenya Industry,Electronic City,10,12.51,21,24,SmartCard,0,0
04a1dbe2,Kudlu Gate,Biocon Hebbagodi,11,23.37,40,40,SmartCard,0,0
d3cf1429,Bommanahalli,Beratena Agrahara,16,20.43,35,38,QR,0,0
96800929,Nadaprabhu Kempegowda Station Majestic,Jayadeva Hospital,23,21.18,36,39,SmartCard,0,0
bb9496e8,Indiranagar,Hoodi,15,24.69,42,42,SmartCard,0,0
9831bbf3,Silk Institute,National College,5,18.91,32,33,Token,0,0
f43351a1,Trinity,South End Circle,5,5.16,8,2,Token,0,1
829c8701,Rashtreeya Vidyalaya Road,Seetharampalya,9,2.24,3,91,QR,0,1
2e1fe86b,Halasuru,Central Silk Board,17,8.86,15,15,Token,0,0
7f306eca,Kengeri,Biocon Hebbagodi,20,12.0,20,23,SmartCard,0,0
7c12c4ac,Mahatma Gandhi Road,National College,18,16.93,29,31,QR,0,0
51ade172,Vajarahalli,Nagasandra,20,20.45,35,33,SmartCard,0,0
74104c03,Vijayanagar,Mahalakshmi,17,14.6,25,25,SmartCard,0,0
8e4892c4,Silk Institute,Sri Sathya Sai Hospital,10,22.77,39,2,QR,0,1
dc2fb491,Jayaprakash Nagar,Nallurhalli,10,22.01,37,35,QR,0,0
2c64006c,Madavara,Mysuru Road,9,6.3,10,13,SmartCard,0,0
dd7a7842,Srirampura,Rajajinagar,8,23.49,40,43,QR,0,0
0a8e0d53,Whitefield (Kadugodi),Vijayanagar,5,18.72,32,3,QR,0,1
ace96000,Dr B R Ambedkar Station Vidhana Soudha,Yelachenahalli,11,17.67,30,112,Token,0,1
b74ca635,Yeshwanthpur,Jnanabharathi,18,3.2,5,3,Token,0,0
1d11bdde,Hoodi,Hongasandra,19,8.64,14,14,QR,0,0
3bf2136c,Chikkabidarakallu,Central Silk Board,21,3.4,5,5,QR,0,0
c40c366c,Swami Vivekananda Road,Rajajinagar,9,11.58,19,21,QR,0,0
df8f77ab,Peenya Industry,Thalaghattapura,8,17.27,29,27,SmartCard,0,0
2ebdda38,Singayyanapalya,Madavara,12,4.25,7,96,QR,0,1
bd930c52,Dr B R Ambedkar Station Vidhana Soudha,Jalahalli,8,21.41,36,38,Token,0,0
b2070092,Jayadeva Hospital,Peenya Industry,12,10.08,17,16,SmartCard,0,0
f13ebcec,Pantharapalya Nayandahalli,Jnanabharathi,5,22.47,38,41,SmartCard,0,0
b0826e11,Goraguntepalya,Pantharapalya Nayandahalli,21,22.31,38,40,QR,0,0
f0f17bb9,Silk Institute,Huskur Road,5,3.04,5,70,SmartCard,0,1
22e13030,Krantivira Sangolli Rayanna Railway Station,Beratena Agrahara,16,1.03,1,4,QR,1,1
da9e09ad,Yelachenahalli,Indiranagar,8,3.64,6,7,SmartCard,0,0
e72c7e9b,South End Circle,Peenya,20,19.96,34,35,QR,0,0
c6cddb68,Madavara,Kudlu Gate,9,8.99,15,5,QR,0,1
607d196f,BTM Layout,Peenya,8,17.64,30,28,SmartCard,1,1
62a5146b,Garudacharapalya,Jalahalli,8,17.93,30,30,SmartCard,0,0
7a094394,Srirampura,Biocon Hebbagodi,16,9.03,15,16,QR,0,0
20ac070f,Krantivira Sangolli Rayanna Railway Station,Kadugodi Tree Park,20,16.28,27,27,Token,0,0
99aa343b,Magadi Road,Vijayanagar,7,23.92,41,44,SmartCard,0,0
a0760fcc,Hosa Road,Infosys Foundation Konappana Agrahara,15,24.75,42,40,Token,0,0
1ecc3f7d,Mysuru Road,Sandal Soap Factory,17,7.43,12,12,QR,0,0
c266742f,Kengeri Bus Terminal,Rajarajeshwari Nagar,20,21.11,36,38,SmartCard,0,0
179685fe,Electronic City,Garudacharapalya,22,6.43,11,11,QR,1,1
82d8e506,Kundalahalli,Chickpete,7,4.58,7,10,QR,0,0
3e5c7d28,Baiyappanahalli,Sir M Visvesvaraya Central College,8,22.73,38,94,Token,0,1
a21a33b3,Peenya Industry,Halasuru,22,4.29,7,8,QR,0,0
d7eac1cc,Attiguppe,Madavara,12,1.39,2,1,Token,0,0
248c2ec1,Konanakunte Cross,Beratena Agrahara,19,9.92,17,20,Token,0,0
8e0e0224,Swami Vivekananda Road,Peenya,23,13.11,22,23,QR,0,0
f81f898d,Sir M Visvesvaraya Central College,Infosys Foundation Konappana Agrahara,18,10.3,17,16,SmartCard,1,1
4e91e02f,Hoodi,Silk Institute,6,11.27,19,17,SmartCard,0,0
d1d584aa,Pantharapalya Nayandahalli,Krishna Rajendra Market,18,23.76,40,40,SmartCard,0,0
15982cbb,Halasuru,Peenya,8,17.8,30,30,SmartCard,0,0
1d214987,Kundalahalli,Silk Institute,5,17.22,29,29,Token,0,0
ba815341,Krishnarajapura,Huskur Road,11,2.38,4,4,SmartCard,0,0
acf5eda2,Hopefarm Channasandra,Rajarajeshwari Nagar,6,4.94,8,8,SmartCard,0,0
595e98ea,Whitefield (Kadugodi),Magadi Road,13,20.4,34,35,QR,0,0
3c942f04,Kundalahalli,Singayyanapalya,15,18.19,31,32,QR,0,0
eb63d910,Peenya,Mysuru Road,5,19.9,34,37,Token,0,0
cd1462c1,Central Silk Board,Pattanagere,17,1.14,1,3,Token,1,1
ce33dff1,Mahakavi Kuvempu Road,Krantivira Sangolli Rayanna Railway Station,15,6.99,11,9,QR,0,0
0ab61528,Kengeri Bus Terminal,Yeshwanthpur,16,10.34,17,19,Token,0,0
8f32d371,Jayadeva Hospital,Banashankari,6,6.05,10,10,QR,0,0
a5fb0620,Srirampura,Kengeri Bus Terminal,13,17.0,29,29,SmartCard,0,0
4425844f,Silk Institute,Mahalakshmi,21,2.61,4,3,SmartCard,0,0
f48575cf,Thalaghattapura,Magadi Road,5,12.72,21,19,QR,0,0
34205728,Jnanabharathi,Central Silk Board,5,12.77,21,19,QR,0,0
6fc2bad8,Silk Institute,Infosys Foundation Konappana Agrahara,7,23.57,40,39,SmartCard,0,0
ad658cfd,Chickpete,Hongasandra,20,23.38,40,129,SmartCard,0,1
fa9d69b9,Rashtreeya Vidyalaya Road,Baiyappanahalli,20,17.66,30,28,QR,0,0
c915a01f,Goraguntepalya,Singasandra,15,9.58,16,17,QR,0,0
3a48ff03,Nallurhalli,Baiyappanahalli,15,18.06,30,1,Token,0,1
4248a36d,Chikkabidarakallu,Kengeri,14,19.03,32,30,QR,0,0
9b2296b1,Garudacharapalya,Rajarajeshwari Nagar,12,24.1,41,39,QR,0,0
c698b296,Rajarajeshwari Nagar,Sandal Soap Factory,21,14.76,25,28,SmartCard,0,0
b3be489f,Rashtreeya Vidyalaya Road,Electronic City,22,1.83,3,5,Token,0,0
883c3ebc,Vijayanagar,Rajajinagar,16,7.43,12,14,Token,0,0
7df009f5,Dasarahalli,Vijayanagar,8,11.09,19,20,SmartCard,0,0
124fb3c8,Garudacharapalya,Thalaghattapura,21,6.19,10,8,SmartCard,0,0
71b8e062,Srirampura,Pattanagere,16,19.3,33,36,QR,0,0
7291757a,Pattandur Agrahara,Hongasandra,5,22.15,37,38,QR,0,0
8e8f9d9e,Yelachenahalli,Madavara,17,1.85,3,5,QR,0,0
cd4e3b30,Biocon Hebbagodi,Sandal Soap Factory,10,11.26,19,18,SmartCard,0,0
c759ef83,Mahakavi Kuvempu Road,Hopefarm Channasandra,9,13.22,22,20,QR,0,0
1f289468,Sri Sathya Sai Hospital,Konanakunte Cross,14,3.97,6,9,Token,0,0
05721b28,Kengeri,Dasarahalli,8,2.39,4,5,Token,0,0
b8d70321,Delta Electronics Bommasandra,Kadugodi Tree Park,6,14.06,24,23,QR,0,0
423153d6,Bommanahalli,Delta Electronics Bommasandra,8,10.9,18,19,QR,0,0
9de016e7,Central Silk Board,Hopefarm Channasandra,16,17.23,29,32,Token,0,0
93232e4d,Jnanabharathi,Rashtreeya Vidyalaya Road,11,8.49,14,17,SmartCard,0,0
e0cf4c10,Attiguppe,Jayaprakash Nagar,12,1.68,2,4,QR,0,1
58224737,Mahakavi Kuvempu Road,Mysuru Road,12,13.21,22,22,SmartCard,0,0
2d5ba07d,Kudlu Gate,Hosa Road,23,21.91,37,2,QR,0,1
b4f54c34,Central Silk Board,Electronic City,6,24.57,42,41,SmartCard,0,0
56703547,Nadaprabhu Kempegowda Station Majestic,Mahalakshmi,18,13.56,23,21,Token,0,0
684a0ff2,Pantharapalya Nayandahalli,Sri Balagangadharanatha Swamiji Hosahalli,16,19.72,33,34,SmartCard,0,0
4c253dcc,Jayadeva Hospital,Vijayanagar,17,22.84,39,2,SmartCard,0,1
4b5ce1fb,Biocon Hebbagodi,Magadi Road,5,20.6,35,36,SmartCard,1,1
f18c9fb4,Banashankari,Nagasandra,9,6.3,10,13,QR,0,0
37f74f1e,Singayyanapalya,Jayaprakash Nagar,6,11.33,19,17,Token,1,1
3edbb2ee,Whitefield (Kadugodi),Kundalahalli,19,15.14,25,24,QR,0,0
7f71d76e,Krishna Rajendra Market,Yelachenahalli,7,10.36,17,20,SmartCard,0,0
e0d58d04,Nadaprabhu Kempegowda Station Majestic,Pantharapalya Nayandahalli,19,10.82,18,20,QR,0,0
7fa3ccc6,Jayaprakash Nagar,Nadaprabhu Kempegowda Station Majestic,8,6.46,11,11,QR,0,0
8801f85a,Mysuru Road,National College,5,5.22,8,6,Token,0,0
6b50516b,Yelachenahalli,Peenya Industry,22,16.67,28,27,Token,0,0
a6504d87,Ragigudda,Halasuru,16,19.44,33,34,QR,0,0
b4251a2f,Sandal Soap Factory,Mysuru Road,14,10.66,18,20,Token,0,0
57e9a76c,Baiyappanahalli,Huskur Road,8,9.35,16,14,SmartCard,0,0
c5dde8a5,Mahatma Gandhi Road,Sri Balagangadharanatha Swamiji Hosahalli,5,14.85,25,24,SmartCard,0,0
eb999dd1,Kengeri Bus Terminal,Hoodi,5,3.01,5,60,QR,0,1
8f44cd2f,Silk Institute,Magadi Road,16,1.73,2,3,Token,0,1
cd069e67,Peenya Industry,Jayanagar,8,22.02,37,37,QR,0,0
3009f6c5,South End Circle,Sir M Visvesvaraya Central College,5,12.5,21,21,Token,0,0
e3aebb27,Goraguntepalya,Kadugodi Tree Park,7,8.99,15,4,Token,0,1
50075624,Bommanahalli,Vijayanagar,17,18.58,31,30,QR,0,0
12605d20,Singasandra,Madavara,21,1.24,2,3,SmartCard,0,0
127db83f,Krishna Rajendra Market,Dr B R Ambedkar Station Vidhana Soudha,18,6.43,11,13,SmartCard,0,0
efdcafe2,Dasarahalli,Halasuru,12,6.79,11,67,QR,0,1
36555389,Madavara,Mahakavi Kuvempu Road,13,9.03,15,15,SmartCard,0,0
4ce70756,Dasarahalli,Nallurhalli,15,21.71,37,36,QR,0,0
7567d61b,Banashankari,Sri Sathya Sai Hospital,11,22.27,38,41,QR,0,0
211f7a56,Konanakunte Cross,Electronic City,19,20.42,35,34,SmartCard,0,0
3e572139,Sandal Soap Factory,Sri Sathya Sai Hospital,7,2.03,3,3,Token,0,0
c84a39b0,Indiranagar,Lalbagh,14,4.22,7,83,QR,0,1
33dbc1b2,Doddakallasandra,Biocon Hebbagodi,12,8.98,15,84,SmartCard,0,1
c6c12e2f,Infosys Foundation Konappana Agrahara,Sandal Soap Factory,8,24.19,41,42,SmartCard,0,0
a1261881,Rajajinagar,Madavara,16,8.26,14,14,SmartCard,0,0
271b3fa5,Yeshwanthpur,Bommanahalli,5,4.41,7,9,SmartCard,0,0
639c90fd,Banashankari,Jayadeva Hospital,10,14.83,25,23,QR,0,0
b86f6a3b,Jayaprakash Nagar,Kengeri Bus Terminal,9,1.1,1,0,Token,0,0
bc1ead4a,Kadugodi Tree Park,Srirampura,21,19.48,33,36,QR,0,0
d07a2cd7,Delta Electronics Bommasandra,Thalaghattapura,15,8.8,15,16,SmartCard,0,0
b5023d6c,Konanakunte Cross,Electronic City,13,1.31,2,1,SmartCard,0,1
cc78c529,Pantharapalya Nayandahalli,Sandal Soap Factory,7,23.45,40,39,Token,0,0
de689d08,Garudacharapalya,Challaghatta,6,22.5,38,38,SmartCard,0,0
8a2da0bc,Manjunath Nagar,Attiguppe,17,23.54,40,40,Token,0,0
cecbf5c6,Vijayanagar,Deepanjali Nagar,14,10.8,18,16,QR,1,1
e428c769,Cubbon Park,Biocon Hebbagodi,22,4.63,7,5,QR,0,0
a78bda7a,Krishnarajapura,Attiguppe,8,12.48,21,21,SmartCard,0,0
2f633180,Rajajinagar,Mahakavi Kuvempu Road,15,11.91,20,23,Token,0,0
e173aecb,Deepanjali Nagar,Doddakallasandra,15,6.04,10,8,SmartCard,0,0
96f764b5,Krishna Rajendra Market,Seetharampalya,17,5.65,9,1,SmartCard,0,1
e6985668,Delta Electronics Bommasandra,Jayanagar,12,18.54,31,1,QR,0,1
80bbf21e,Kengeri,Deepanjali Nagar,23,6.3,10,9,Token,0,0
dbb5362e,Mahakavi Kuvempu Road,Electronic City,23,2.75,4,7,SmartCard,0,0
6ae35148,Jnanabharathi,Pantharapalya Nayandahalli,23,21.55,36,35,SmartCard,0,0
d843599c,Mysuru Road,Dasarahalli,21,12.65,21,20,Token,1,1
836c125f,Kudlu Gate,Hoodi,21,23.1,39,41,QR,0,0
8915eeaa,Vijayanagar,Hosa Road,22,13.99,23,2,SmartCard,0,1
1d71c006,Challaghatta,Bommanahalli,17,8.48,14,13,QR,1,1
c0bdb0a8,Singayyanapalya,Kengeri,13,1.78,3,2,QR,0,1
5a5ec038,Nagasandra,Sir M Visvesvaraya Central College,10,4.4,7,9,QR,0,0
252d0a7c,South End Circle,Singasandra,18,19.32,33,36,SmartCard,0,0
cadfef74,Halasuru,Jayaprakash Nagar,12,11.02,18,1,QR,0,1
446eb9cf,Beratena Agrahara,Halasuru,9,19.0,32,33,Token,0,0
88321516,Dasarahalli,Rajarajeshwari Nagar,22,17.7,30,28,QR,0,0
1d448fa4,Bommanahalli,Halasuru,13,9.67,16,15,QR,0,0
315a8523,Konanakunte Cross,Vajarahalli,20,8.33,14,14,SmartCard,0,0
370514c4,Dr B R Ambedkar Station Vidhana Soudha,Hosa Road,9,23.57,40,105,QR,0,1
9dadff76,Challaghatta,Chikkabidarakallu,21,7.52,12,11,QR,0,0
f03afb6a,Dasarahalli,South End Circle,13,17.48,29,32,QR,0,0
60c0177e,Seetharampalya,Garudacharapalya,12,17.79,30,30,QR,0,0
21ede793,Challaghatta,Jnanabharathi,19,2.21,3,60,SmartCard,0,1
9e6d3a01,Peenya Industry,Indiranagar,22,9.52,16,2,QR,0,1
cdc97807,Pattanagere,Mantri Square Sampige Road,21,2.21,3,2,Token,0,0
cde1b5d0,Challaghatta,Peenya Industry,9,11.58,19,22,QR,1,1
58554420,Doddakallasandra,Pantharapalya Nayandahalli,21,16.59,28,28,Token,0,0
800f1b13,Seetharampalya,Peenya Industry,15,17.99,30,29,SmartCard,0,0
585f27be,Peenya,Mahakavi Kuvempu Road,12,12.58,21,20,Token,1,1
4139c1ea,Infosys Foundation Konappana Agrahara,Jayaprakash Nagar,12,13.97,23,2,Token,0,1
23bcce82,Jayanagar,Attiguppe,14,5.72,9,8,Token,0,0
92de0df5,Bommanahalli,Dr B R Ambedkar Station Vidhana Soudha,22,16.18,27,1,Token,0,1
ae190b24,Dasarahalli,Rajarajeshwari Nagar,8,3.58,6,6,QR,0,0
e0fed29c,Jayaprakash Nagar,Chickpete,15,21.39,36,39,SmartCard,0,0
a1b7344b,Singayyanapalya,Sir M Visvesvaraya Central College,5,8.58,14,14,Token,0,0
5ae0c15f,BTM Layout,Rajajinagar,23,7.45,12,10,SmartCard,0,0
0808ed18,Challaghatta,Whitefield (Kadugodi),7,13.83,23,24,QR,0,0
f27a666e,South End Circle,National College,5,7.88,13,11,QR,0,0
d1023e6b,Jayaprakash Nagar,Huskur Road,18,16.6,28,26,SmartCard,0,0
affde4ec,South End Circle,Pantharapalya Nayandahalli,21,18.61,31,31,SmartCard,0,0
ca7b8e35,Madavara,Vijayanagar,8,19.63,33,34,SmartCard,0,0
7ec8d362,Jalahalli,Mantri Square Sampige Road,10,23.31,39,39,QR,0,0
4730bbd0,Jnanabharathi,Nagasandra,5,9.7,16,16,SmartCard,0,0
2cc7b9c4,Vijayanagar,Rajajinagar,13,19.24,32,30,Token,0,0
263c33d5,Deepanjali Nagar,Jnanabharathi,18,17.1,29,28,SmartCard,0,0
659707f2,Mantri Square Sampige Road,Hosa Road,15,6.75,11,13,QR,0,0
63422cd0,Kengeri,Mahalakshmi,11,1.58,2,2,Token,0,0
8bdcdefb,Sir M Visvesvaraya Central College,Beratena Agrahara,19,3.14,5,8,QR,0,0
cd322b09,Hosa Road,Central Silk Board,5,19.3,33,32,SmartCard,0,0
bdebba5a,Sandal Soap Factory,Pantharapalya Nayandahalli,21,21.31,36,2,SmartCard,0,1
be25e565,Chikkabidarakallu,Peenya,20,7.54,12,10,QR,0,0
5de06beb,Yeshwanthpur,BTM Layout,23,16.76,28,31,Token,0,0
98156f9a,Delta Electronics Bommasandra,Manjunath Nagar,7,16.09,27,26,Token,0,0
93376f59,Mahalakshmi,Nagasandra,8,11.18,19,18,SmartCard,0,0
f42379f3,Sandal Soap Factory,Jalahalli,7,18.5,31,34,SmartCard,0,0
a940cbb3,Biocon Hebbagodi,Nallurhalli,11,18.38,31,30,Token,0,0
f6da176e,Nallurhalli,South End Circle,6,18.49,31,29,SmartCard,0,0
d6462334,Sandal Soap Factory,Swami Vivekananda Road,13,6.25,10,11,SmartCard,0,0
89bbc941,Dr B R Ambedkar Station Vidhana Soudha,Attiguppe,8,9.37,16,15,QR,0,0
1010a457,Cubbon Park,Singayyanapalya,18,19.96,34,33,Token,0,0
f96403bb,Bommanahalli,Banashankari,17,16.33,27,25,SmartCard,0,0
ec5ea8ab,Vajarahalli,Hopefarm Channasandra,6,20.09,34,35,SmartCard,0,0
f3b5dfc2,Mahatma Gandhi Road,Mahalakshmi,15,10.07,17,15,SmartCard,0,0
7c17774b,Indiranagar,Magadi Road,22,15.42,26,24,SmartCard,0,0
0c9a09ca,Garudacharapalya,Central Silk Board,10,18.38,31,118,SmartCard,0,1
ced23b00,Banashankari,Rashtreeya Vidyalaya Road,16,18.01,30,32,QR,0,0
42d7f90b,Deepanjali Nagar,Garudacharapalya,16,12.48,21,19,SmartCard,0,0
99909c1e,Konanakunte Cross,Krantivira Sangolli Rayanna Railway Station,9,11.31,19,21,Token,0,0
137ec26f,Mysuru Road,Sandal Soap Factory,12,24.81,42,45,QR,0,0
716cda11,Peenya Industry,National College,20,14.58,24,24,Token,0,0
c20b4181,Central Silk Board,Singayyanapalya,17,17.61,30,28,QR,0,0
08761c46,Chikkabidarakallu,South End Circle,12,8.59,14,1,SmartCard,0,1
d68276a3,Mantri Square Sampige Road,Bommanahalli,21,15.76,27,26,SmartCard,0,0
4f32b4c1,Silk Institute,Mantri Square Sampige Road,8,8.52,14,14,SmartCard,0,0
d4d50218,Ragigudda,Whitefield (Kadugodi),16,21.81,37,36,Token,0,0
6ddcaa5f,Huskur Road,Hopefarm Channasandra,7,2.73,4,5,SmartCard,0,0
95c824db,Kengeri Bus Terminal,Jayadeva Hospital,16,15.64,26,25,Token,0,0
f7103363,Challaghatta,Beratena Agrahara,20,14.98,25,27,SmartCard,0,0
7299cd41,Jayaprakash Nagar,Chickpete,9,10.07,17,19,QR,0,0
f74962a0,Jayadeva Hospital,Dr B R Ambedkar Station Vidhana Soudha,10,8.06,13,11,Token,0,0
9191de49,Biocon Hebbagodi,Kudlu Gate,11,12.95,22,24,QR,0,0
4d6c6991,Sri Sathya Sai Hospital,Nadaprabhu Kempegowda Station Majestic,18,16.97,29,32,QR,0,0
f2d428a0,Halasuru,Kudlu Gate,17,12.57,21,20,QR,0,0
f674c9b2,Mantri Square Sampige Road,Beratena Agrahara,20,2.28,3,2,QR,0,0
1433b052,Nadaprabhu Kempegowda Station Majestic,Mahakavi Kuvempu Road,16,9.75,16,1,QR,0,1
37775d04,Whitefield (Kadugodi),Rajajinagar,21,14.28,24,2,QR,0,1
2a9f0fb2,Pattanagere,Jayadeva Hospital,12,5.05,8,9,QR,0,0
cd284040,Kengeri Bus Terminal,Sri Balagangadharanatha Swamiji Hosahalli,11,17.93,30,31,QR,0,0
4fcb8ef0,Mahatma Gandhi Road,Hongasandra,19,13.98,23,21,SmartCard,0,0
a90f0b11,Krishna Rajendra Market,Jayanagar,8,16.73,28,2,Token,0,1
167bd756,Delta Electronics Bommasandra,Halasuru,12,22.41,38,38,QR,0,0
c7219d49,Peenya Industry,Lalbagh,22,19.96,34,32,SmartCard,0,0
75d4bdd9,Konanakunte Cross,Magadi Road,23,19.2,32,35,Token,0,0
e2bd9446,Jayaprakash Nagar,Magadi Road,23,7.26,12,14,SmartCard,0,0
9a686d09,Srirampura,Mahatma Gandhi Road,7,3.18,5,5,QR,0,0
10d43b30,Biocon Hebbagodi,Thalaghattapura,15,16.84,28,29,Token,1,1
0a69b823,Hoodi,Cubbon Park,19,7.01,12,12,QR,0,0
8c3fff4d,Peenya Industry,Kadugodi Tree Park,6,15.35,26,28,QR,0,0
42ed59da,Mantri Square Sampige Road,Peenya,12,6.15,10,9,QR,0,0
6ce14ec5,Manjunath Nagar,Krantivira Sangolli Rayanna Railway Station,6,21.49,36,34,SmartCard,0,0
fb223733,Peenya,Rashtreeya Vidyalaya Road,16,1.7,2,2,SmartCard,0,1
cf324114,Hopefarm Channasandra,Pattanagere,16,12.55,21,23,SmartCard,0,0
bac3b907,Nallurhalli,Krantivira Sangolli Rayanna Railway Station,12,19.56,33,107,SmartCard,0,1
ecb2a4d8,Jayanagar,Chikkabidarakallu,20,1.55,2,4,SmartCard,0,0
39b242b8,Attiguppe,Kundalahalli,5,14.66,25,27,QR,0,0
e102f9a1,Seetharampalya,Nagasandra,14,5.63,9,2,QR,0,1
1a5ab8fa,Electronic City,Pattanagere,15,15.71,26,25,QR,0,0
fc7f6dab,Cubbon Park,Chikkabidarakallu,6,24.15,41,39,QR,0,0
644a6aed,Srirampura,Hongasandra,23,9.12,15,17,SmartCard,1,1
f77caf5a,Indiranagar,Singayyanapalya,5,22.08,37,36,Token,0,0
1ae459b4,Hopefarm Channasandra,Srirampura,23,14.48,24,99,QR,0,1
61de7aa8,Attiguppe,Peenya Industry,8,11.21,19,18,Token,0,0
6d6f4f3e,Central Silk Board,Dr B R Ambedkar Station Vidhana Soudha,10,4.81,8,10,QR,1,1
f08481f2,Sandal Soap Factory,Jalahalli,9,19.92,34,32,Token,0,0
c5c1162c,South End Circle,Yelachenahalli,19,10.0,17,16,QR,0,0
59b0c71d,Seetharampalya,Vijayanagar,22,13.58,23,25,QR,0,0
baf61d2b,Mahalakshmi,Garudacharapalya,21,23.31,39,41,QR,1,1
31b74e03,Biocon Hebbagodi,Singayyanapalya,9,6.25,10,11,SmartCard,0,0
0c1801f7,Hongasandra,National College,18,10.2,17,15,Token,0,0
6d50d90f,Deepanjali Nagar,Beratena Agrahara,12,22.0,37,40,QR,0,0
1fa69ec4,Bommanahalli,Vajarahalli,7,12.13,20,23,SmartCard,0,0
d2eb1fa0,Jnanabharathi,Seetharampalya,10,19.57,33,33,SmartCard,1,1
4e03e874,Kengeri Bus Terminal,Hopefarm Channasandra,22,23.07,39,5,SmartCard,0,1
91c3c609,Baiyappanahalli,Silk Institute,8,9.44,16,15,SmartCard,0,0
6af71bbb,Sandal Soap Factory,Chikkabidarakallu,8,3.5,6,54,QR,0,1
a1b86544,Jalahalli,Manjunath Nagar,18,13.52,23,1,SmartCard,0,1
efd2e560,Goraguntepalya,Lalbagh,10,13.38,22,22,SmartCard,0,0
b8995cb2,Cubbon Park,Nagasandra,13,8.32,14,2,QR,0,1
bda4f4cc,Sri Balagangadharanatha Swamiji Hosahalli,Swami Vivekananda Road,7,4.62,7,7,SmartCard,0,0
c23d81d9,Pantharapalya Nayandahalli,Mysuru Road,14,13.48,23,21,Token,0,0
8572ba1c,Seetharampalya,Vijayanagar,10,3.43,5,8,SmartCard,0,0
a91c2d5b,Seetharampalya,Mahatma Gandhi Road,17,6.87,11,14,Token,0,0
1a32cad1,Electronic City,Halasuru,17,3.33,5,3,Token,0,0
